,Datetime,Username,Text,duplicate
3548,2023-04-02 09:00:00+00:00,terserakamuya,"Erick Thohir banyak diapresiasi atas perjuangannya untuk piala dunia u-20
Pupus Mimpi Anak Bangsa

#DukaTimnas https://t.co/ul67UU7zeS",False
3549,2023-04-02 09:00:00+00:00,fonazymkhcqaz,"para pemain Timnas Indonesia tentu merasa sangat kecewa karena Piala Dunia U-20 2023 batal diselenggarakan di Indonesia ini 
#DukaTimnas
Pupus Mimpi Anak Bangsa 
https://t.co/mNVk0EEdfw",False
3550,2023-04-02 09:00:00+00:00,cat_coward,"Keringat dan air mata tumpah demi Piala dunia U-20. #DukaTimnas
Pupus Mimpi Anak Bangsa https://t.co/qZMgwPnE7O",False
3551,2023-04-02 09:00:00+00:00,galaxybluw,"Udah ga ada harapan lagi si buat jadi tuan rumah piala dunia u-20 ini
#DukaTimnas
Pupus Mimpi Anak Bangsa https://t.co/0b7SaPxIUx",False
3552,2023-04-02 09:00:00+00:00,ereksiw,"Sedih banget sih pas denger kabar kalo squad Timnas U-20 mau dibubarin karena batal berlaga di Piala Dunia U-20. Semoga ini gak bikin para Garuda muda bersedih dan kecewa terlalu lama.
#DukaTimnas
Pupus Mimpi Anak Bangsa
https://t.co/b6yEhpj8w1",False
3553,2023-04-02 09:00:00+00:00,Marilyn47724334,"perjuangan erick thohir diapresiasi keringat dan air mata tumpah demi piala dunia U-20 
Pupus Mimpi Anak Bangsa
#DukaTimnas https://t.co/0eqBfIplG3",False
3554,2023-04-02 09:00:00+00:00,naiornai,"Erick Thohir pun menyatakan sudah berjuang semaksimal mungkin saat bertemu dengan Presiden FIFA, Gianni Infantino di Doha, Qatar untuk memperjuangkan agar penyelenggaraan Piala Dunia U-20 tetap berjalan di tanah air.

Pupus Mimpi Anak Bangsa

#DukaTimnas

https://t.co/5YSM4ae2cJ",False
3555,2023-04-02 09:00:00+00:00,JanaeJannah,"pastinya bangga ya jadi anak bangsa yg bisa bermain di Piala Dunia U-20 , kapan lagii moment ini terulang... Tapi semua hanya mimpi dan yg tersisa cuma #DukaTimnas
Pupus Mimpi Anak Bangsa akibat inkonsistensi beberapa kepala daerah 
https://t.co/2JX7y13f3P",False
3556,2023-04-02 09:00:00+00:00,Nurulislahn,"sedih banget pas tau akhirnya FIFA menyatakan tuan rumah baru akan segera ditentukan. Sejauh ini baru Argentina yang menyampaikan proposal resmi sebagai pengganti tuan rumah Piala Dunia U-20 2023. Jadi benar benar sudah Pupus Mimpi Anak Bangsa
#DukaTimnas
https://t.co/AwIeNtDB4W",False
3557,2023-04-02 09:00:00+00:00,ferinaalic,"Erick thohir pecah tangis dan tumpah keringat.
ketum PSSI erick thohir memang sudah kita liat bahwa kinerjanya dalam mempersiapkan piala dunia U-20 ini tidak main2.banyak sekali perjalanan panjang. memang harus pahit dlu Pupus Mimpi Anak Bangsa
#DukaTimnas
https://t.co/wW5920TQIJ",False
3558,2023-04-02 09:00:00+00:00,taufigismaill,"Pak Erik tohir telah berjuang dengan serius untuk memajukan sepak bola kita untuk ikut bertanding di piala dunia u 20
Pupus Mimpi Anak Bangsa

#DukaTimnas",False
3559,2023-04-02 09:00:00+00:00,demogord0n,"perjalanan panjang sudah ditempuh Erick Thohir dalam memastikan Indonesia bisa sukses sebagai tuan rumah Piala Dunia U-20 2023 #DukaTimnas
Pupus Mimpi Anak Bangsa
https://t.co/lPSkN014Ca",False
3560,2023-04-02 09:00:00+00:00,EdwinDairus,"PSSI harus tunduk kepada wewenang dan keputusan FIFA yang mencoret Indonesia sebagai tuan rumah Piala Dunia U-20 2023 karena secara struktur PSSI berada di bawah komando FIFA.
Pupus Mimpi Anak Bangsa 
#DukaTimnas",False
3561,2023-04-02 09:00:00+00:00,kuat_riya,"Andai ajaa yaah Piala Dunia U-20 ini tetap digelar di negara ini, pasti mimpi anak bangsa akan terwujud ... Dan kini sudah Pupus Mimpi Anak Bangsa akibat ulah beberapa oknum
#DukaTimnas
https://t.co/KwjAtX26g5",False
3562,2023-04-02 08:59:59+00:00,AriefGka,"@musniumar Eh.. muncul lagi berita ttg anies, stlh menghilang selama bbrp hari selama heboh piala dunia u-20.
Kemana aja..? Ga ada suara, ga ada beritanya? 😁😁",False
3563,2023-04-02 08:58:29+00:00,PDKaltim,"FIFA coret Indonesia sebagai tuan rumah Piala Dunia U-20 2023, AHY: Persiapan mubazir, dunia sepakbola tanah air kecewa.

AHY Dukung Timnas https://t.co/jiImcqvkON",False
3564,2023-04-02 08:57:55+00:00,HumasPoldaRiau,"di Stadion Utama Gelora Bung Karno, Jakarta (1/4) pasca dibatalkannya Indonesia menjadi tuan rumah Piala Dunia U-20 2023 agar bangkit semangat para Garuda Muda untuk terus berlatih dan berjuang dalam menggapai impian dan masa depan",False
3565,2023-04-02 08:56:36+00:00,PDKaltim,"FIFA coret Indonesia sebagai tuan rumah Piala Dunia U-20 2023, AHY: Reputasi Indonesia rusak di dunia.

AHY Dukung Timnas https://t.co/bvc0ES4L7y",False
3566,2023-04-02 08:56:33+00:00,OposisiCerdas,"Tak Hanya Indonesia, Ini 4 Negara yang Pernah Batal Jadi Tuan Rumah Piala Dunia U-20
https://t.co/JZQ11FoKvl",False
3567,2023-04-02 08:55:49+00:00,CipondohHumas,"Kapolri dan Ketua Umum PSSI dan para pejabat utama Mabes mmg Tim Nasional sepak bola U-20 Indonesia di Stadion Utama Gelora Bung Karno, Jakarta (1/4) pasca dibatalkannya Indonesia menjadi tuan rumah Piala Dunia U-20 2023 agar bangkit semangat para Garuda Muda untuk terus berlatih https://t.co/LbO92XvVp8",False
3568,2023-04-02 08:53:14+00:00,pahlevi0884,"Piala Dunia U-20 batal
KNPI tetap apresiasi Erick Thohir 

#BangkitBersamaET 
@erickthohir https://t.co/NUKjpYZ0JM",False
3569,2023-04-02 08:52:12+00:00,Gunturpermanap5,"@MataNajwa Nitip tanya mbak, nasibnya produsen marchandise piala Dunia u 20 gimana?",False
3570,2023-04-02 08:49:21+00:00,CipondohHumas,"Kapolri beserta Ketua Umum PSSI dan para pejabat utama Mabes Polri turut hadir mendampingi Presiden RI bertemu langsung Tim Nasional sepak bola U-20 Indonesia di Stadion Utama Gelora Bung Karno, Jakarta (1/4) pasca dibatalkannya Indonesia menjadi tuan rumah Piala Dunia U-20 2023 https://t.co/mPyN9r2fP4",False
3571,2023-04-02 08:48:58+00:00,TeddGus,"Tentu gak mungkin Palestina bela Indonesia, karena Palestina sendiri tidak mempermasalahkan ada israel di Piala Dunia U-20. Apalagi dalam urusan olahraga, Palestina-Israel mesra, mereka saling berkolaborasi.

Kita aja yang lebay dan konyol..",False
3572,2023-04-02 08:46:49+00:00,kompascom,Amien Rais sebut elektabilitas Ganjar nyungsep (menurun) karena keputusan FIFA soal Piala Dunia U-20. https://t.co/3ABENe9esB,False
3573,2023-04-02 08:44:25+00:00,Humasressanggau,Kedatangan Presiden RI beserta rombongan dalam rangka memberikan semangat kepada Timnas Garuda Indonesia agar mereka tidak larut dalam kekecewaan dan kesedihan karena pencoretan Indonesia sebagai tuan rumah Piala Dunia U-20 2023.,False
3574,2023-04-02 08:43:16+00:00,Dhen4223,"Indonesia Gagal Jadi Tuan Rumah Piala Dunia U-20, Erick Thohir Justru Ketiban Durian Runtuh https://t.co/W9NaldLR5k",False
3575,2023-04-02 08:42:02+00:00,fajaronline,Perjuangan Keadilan Tragedi Kanjuruhan Kalah Heboh Dibanding Piala Dunia U-20 Jadi Sorotan Media Asing https://t.co/K9fEDuj5FD,False
3576,2023-04-02 08:41:26+00:00,jisatu01,"Butuh perjuangan yang panjang untuk menjadi tuan rumah Piala Dunia U-20.

Presiden Jokowi menyayangkan Indonesia pada akhirnya dicopot jadi tuan rumah oleh FIFA, terkait city host guarantee yang telah ditandatangani hingga ke tingkat pemerintah provinsi dan kota, tapi mendekati… https://t.co/ixTfOnMe7B",False
3577,2023-04-02 08:41:14+00:00,PemujaKritis,"Ribut kan? 
Loe mau bilang "" elah loe bocil tau apa?, Ini kan urusannya sama palestina kok keluar topik. ""
Lah emang negara lain gak boleh damai, cukup palestina doang, gitu?
Raup suara demi pemilu kok gak punya hati, egois sekali kalian.

U-20 piala dunia tdk= palestina.",False
3578,2023-04-02 08:38:41+00:00,InonkIskandar88,"@YandraD31 Melalui akun Twitter miliknya, Rob Harris yang menulis untuk Sky News, membocorkan alasan FIFA mencoret Indonesia sebagai tuan rumah Piala Dunia U-20.

""FIFA merasa Indonesia tidak akan siap, berdasar inspeksi yang dilakukan, itu salah satu faktor pembatalan Piala Dunia U20",False
3579,2023-04-02 08:35:22+00:00,kumparan,FIFA membatalkan penyelenggaraan Piala Dunia U-20 di Indonesia yang seharusnya digelar pada 20 Mei hingga 11 Juni 2023. Presiden Joko Widodo mengaku pusing dengan keputusan ini. #newsupdate #update #news #vidol https://t.co/rj2rgUXpuf,False
3580,2023-04-02 08:34:14+00:00,Tr3nd1n6,"Sorot Batalnya Piala Dunia U-20 di Indonesia, Jurnalis Inggris Beberkan Ini https://t.co/KvJ50gG2o5
#BeritaIslam
https://t.co/FNQrAnf0AD",False
3581,2023-04-02 08:32:01+00:00,artyunie76,"Presiden @jokowi menginstruksikan dua hal kepada Ketua Umum PSSI @erickthohir, Instruksi tersebut disampaikan Presiden usai menerima surat dari FIFA terkait keputusan pembatalan penyelenggaraan Piala Dunia Sepak Bola U-20 2023 di Indonesia. https://t.co/EDjT4udIfF",False
3582,2023-04-02 08:31:03+00:00,pria4d,"Gagal tampil di Piala Dunia U-20 2023, skuad Garuda Nusantara resmi dibubarkan pada 1 April lalu. Persiapan yang sudah dilaksanakan hingga tiga tahun akhirnya gagal ditunjukkan di event kedua terbesar miliki FIFA tersebut.
https://t.co/ZjAfHzPvhy",False
3583,2023-04-02 08:29:16+00:00,mbahsayo,Cuma gara gara Israel ikut lolos piala dunia U 20 negara kita gagal menjadi tuan rumah... Ternyata kita sabar menunggu 100 th lagi bisa menyelenggarakan piala dunia... mudah mudahan aku masih bisa menyaksikan nanti...,False
3584,2023-04-02 08:29:02+00:00,lebakbansel,Ketika Presiden Jokowi Mengaku Pusing Kepala Urusan Piala Dunia U-20 https://t.co/sKPRMNQUVE,False
3585,2023-04-02 08:27:56+00:00,KangMaman204,Jokowi Akui Pusing Gara-gara Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 https://t.co/Kg07JozNIS lewat @idtimes_,False
3586,2023-04-02 08:26:19+00:00,kumparan,"I Made Tito Wiratama buka suara soal cibiran netizen yang menganggap Timnas U-20 lolos ke Piala Dunia karena status tuan rumah. Menurut Tito, tuan rumah juga bukan hadiah cuma-cuma yang diberikan oleh FIFA. #focus #garudamuda #bolasports #quote https://t.co/dwQhnnyM6r",False
3587,2023-04-02 08:26:16+00:00,RatnoWistu,https://t.co/dKvge0jeNs : Kala Jokowi Mengaku Pusing dengan Persoalan Piala Dunia U-20 https://t.co/5Q7rrqGCtV,False
3588,2023-04-02 08:25:29+00:00,InonkIskandar88,"@OposisiCerdas Melalui akun Twitter miliknya, Rob Harris yang menulis untuk Sky News, membocorkan alasan FIFA mencoret Indonesia sebagai tuan rumah Piala Dunia U-20.

""FIFA merasa Indonesia tidak akan siap, berdasar inspeksi yang dilakukan, itu salah satu faktor pembatalan Piala Dunia U20",False
3589,2023-04-02 08:24:41+00:00,awfannnn1,"@GIBOLofficial Ada teori konspirasi, ada kesepakatan antara ketum pssi dan ketua federasi argen intuk menukar piala dunia U-20 dengan friendly match lawan argentina senior",False
3590,2023-04-02 08:22:42+00:00,GondangrejoKRA,"#Presiden Jokowi Semangati Pemain Timnas, Meski Gagal Jadi Tuan Rumah Piala Dunia U 20 - Varta DIY - Varta DIY 
#Gondangrejo #Karanganyar
https://t.co/wNdz8LATK8",False
3591,2023-04-02 08:22:22+00:00,kerangkapikir,Perjuangan Keadilan Tragedi Kanjuruhan Kalah Heboh Dibanding Piala Dunia U-20 Jadi Sorotan Media Asing https://t.co/A1NTwbIYT5,False
3592,2023-04-02 08:21:46+00:00,IDCorner,"Jokowi sampai Pusing 2 Minggu, Ini Kisah Bidding RI di Piala Dunia U-20 - https://t.co/a5ZZetDnDC 

#IDCORNER #INDONESIA",False
3593,2023-04-02 08:19:16+00:00,irwansitepu3,"@republikaonline Apa pertanggung jawaban bagi oknum"" yg berperan menggagalkan piala dunia U-20, yg berakibat kerugian moril &amp; materil?...🙏...",False
3594,2023-04-02 08:16:46+00:00,ShSafei,"Aksi Brutal Tentara Israel Serang Final Piala Liga Palestina, FIFA Larang Timnas Israel U-20 Main di Piala Dunia U-20 2023? https://t.co/pyXS6NPjI7",False
3595,2023-04-02 08:16:02+00:00,GATRA_com,"Indonesia Gagal jadi Tuan Rumah Piala Dunia U-20, Jokowi: Pusing Betul Ngurus Bola

https://t.co/vuUdpXtfuy",False
3596,2023-04-02 08:15:38+00:00,BeritakanID_com,"Batal Jadi Tuan Rumah Piala Dunia U-20, Sandiaga Uno Sebut Indonesia Taksir Kerugian Minimal Rp3,7 Triliun
https://t.co/1hhzgwUhPT",False
3597,2023-04-02 08:15:10+00:00,AjaMaulana68,"@ShamsiAli2 Trus kalo veneu memenuhi syarat tapi timnas israel tdk boleh main di indonesia apa piala dunia U 20 bisa jalan....?????
Veneu loe jadikn kambing hitam..",False
3598,2023-04-02 08:14:47+00:00,Ermowo,"@aewin86 Harapan &amp; Doa di bulan Ramadhan yg penuh berkah:
Setelah pintu menjadi Tuan Rumah Piala Dunia U-20 2023 tertutup, Allah SWT akan membukakan pintu lain sehingga Indonesia tetap bisa berpartisipasi dalam kegiatan olahraga dunia...
Amin 🙏🏻",False
3599,2023-04-02 08:13:40+00:00,detiksumut_,"Jokowi Pusing gegara Bola, Ungkit Sulitnya jadi Tuan Rumah Piala Dunia U-20 https://t.co/duaHTEh1Ts",False
3600,2023-04-02 08:13:06+00:00,Wuritua2,"@MataNajwa Saya tarik dukungan utk Ganjar di pilpres 2024 krn hanya demi pencitraan, menolak timnas Israel tampil di Piala Dunia U-20, dan merusak masa depan sepak bola Indonesia.",False
3601,2023-04-02 08:13:04+00:00,liputan6dotcom,"Piala Dunia U-20 2023 Batal di Indonesia, Shin Tae-yong Berharap 3 Calon Pemain Naturalisasi Tetap Jadi WNI https://t.co/baPDfc0sYf",False
3602,2023-04-02 08:10:07+00:00,PolsekCibadak,Jakarta (1/4) pasca dibatalkannya Indonesia menjadi tuan rumah Piala Dunia U-20 2023 agar bangkit semangat para Garuda Muda untuk terus berlatih dan berjuang dalam menggapai impian dan masa depan https://t.co/gEySmg90qU,False
3603,2023-04-02 08:09:34+00:00,tempodotco,"Fakta Menarik Argentina, Calon Tuan Rumah Piala Dunia U-20 Baru https://t.co/RvxTnjqEXy #TempoSeleb",False
3604,2023-04-02 08:08:35+00:00,geloraco,"Batal Jadi Tuan Rumah Piala Dunia U-20, Sandiaga Uno Sebut Indonesia Taksir Kerugian Minimal Rp3,7 Triliun
https://t.co/Z0qi4XJew2",False
3605,2023-04-02 08:06:42+00:00,IDNTimes,"Gagal tampil di Piala Dunia U-20 2023, Timnas U-20 resmi bubar. Kepastian itu didapat usai pelatih Timnas U-20, Shin Tae Yong, bersua Presiden Jokowi di Stadion Utama Gelora Bung Karno (SUGBK), Sabtu (1/4/2023). https://t.co/R4YpfiyLjs https://t.co/tiJuZhKoLj",False
3606,2023-04-02 08:06:02+00:00,liputan6dotcom,"VIDEO: Indonesia Dicoret Dari Tuan Rumah Piala Dunia U-20, Fadli Zon: FIFA Terapkan Standar Ganda https://t.co/ltwEH35IQ6",False
3607,2023-04-02 08:01:28+00:00,pianistmusician,"Batal Jadi Tuan Rumah Piala Dunia U-20, Gibran Balas dengan Bikin Acara ... https://t.co/CZBjghgCfG 
🎉🎉🎉🎉🎉🎉",False
3608,2023-04-02 08:00:45+00:00,NGo2024,"Gub. Jateng Ganjar Pranowo menjadi bulan-bulanan netizen imbas batalnya gelaran Piala Dunia U-20 2023 di Indonesia. Sekjen PDIP, Hasto Kristiyanto menyebut bahwa ini merupakan ujian bagi pemimpin. Dan itu tak membuat konsistensi sikap PDI Perjuangan terhadap Ganjar scra khusus. https://t.co/7402pBqNPE",False
3609,2023-04-02 08:00:00+00:00,neraceca1,"Air mata dan Keringat erick thohir tumpah

sudah banyak usaha dan perjalanan panjang dari erick thohir untuk menempuh piala dunia U-20 agar indonesia sukses menjadi tuan rumah. kita juga merasakan sedih dan paitnya hal tersebut
#DukaTimnas
Pupus Mimpi Anak Bangsa https://t.co/Y0iSraijLb",False
3610,2023-04-02 07:57:04+00:00,awashoax,"Polemik Tolak Israel Di Piala Dunia U-20, Palestina Sebut Indonesia Aneh 

https://t.co/v9mFhUPbkE https://t.co/iZAvMGFjpP",False
3611,2023-04-02 07:56:35+00:00,awashoax,"Ganjar Soal Piala Dunia U-20 Gagal Diselenggarakan : Saya Meminta Maaf, Tapi Sudah Seharusnya Begitu! 

https://t.co/GNKctNAVHH https://t.co/NnoKupbFBj",False
3612,2023-04-02 07:56:34+00:00,inilahdotcom,Presiden Joko Widodo (Jokowi) mengaku bahwa hingga saat ini dirinya masih merasa pusing jika membahas mengenai batalnya Indonesia menjadi tuan rumah Piala Dunia U-20. Ia menyebut persiapan tiga tahun berujung sia-sia. “Tapi yang urusan bola ini memang… https://t.co/CzQirrK6iW,False
3613,2023-04-02 07:55:28+00:00,awashoax,"Presiden FIFA Tertawai Polemik Penolakan Israel Di Piala Dunia U-20 Indonesia, Benarkah? 

https://t.co/yPiWmNvlY7 https://t.co/HIsYP8hGg5",False
3614,2023-04-02 07:53:11+00:00,BeritakanID_com,"Tak Hanya Indonesia, Ini 4 Negara yang Pernah Batal Jadi Tuan Rumah Piala Dunia U-20
https://t.co/awZO2um8RF",False
3615,2023-04-02 07:51:58+00:00,20detik,Ekspresi Jokowi saat Ungkit City Host Commitment Piala Dunia U-20 https://t.co/fpBUjLkykz,False
3616,2023-04-02 07:51:42+00:00,RelawanNusanta1,"This !! Komitmen yg dipertanyakan!!!
https://t.co/W6RXXS41BR

Jokowi mengungkit sulitnya persiapan RI jadi tuan rumah Piala Dunia U-20. Jokowi menyebutkan perhelatan itu sudah diteken oleh pemerintah kota dan provinsi.",False
3617,2023-04-02 07:51:27+00:00,MartinusButarb1,"Heran dg pernyataan beliau ini. Krn secara tdk langsung menjelaskan ada yg lebih berkuasa dr beliau.

Kasihan sekali rakyat, punya presiden yg mengeluhkan kekuasaannya…

Jokowi Ungkit City Host Commitment Piala Dunia U-20 di RI yang Batal https://t.co/TCuBDPDYcX",False
3618,2023-04-02 07:51:22+00:00,sidejob_job,@ik_surya_negara @fullmoonfolks @Eno_Bening Susah kalo Pimpinan Parpol orang jadul. Pemikirannya jadi kolot. Terjebak nostalgia masa lalu. Piala Dunia U-20 yg sudah keluar biaya banyak dikorbankan demi perayaan 1 Juni yg sebenarnya masih bisa di tempat lain,False
3619,2023-04-02 07:49:23+00:00,suaradotcom,Salut Perjuangan Dukung Piala Dunia U-20? Bocil Ini Berikan Salam Metal kepada Gibran Rakabuming Raka  https://t.co/dkPR2onaU0,False
3620,2023-04-02 07:47:04+00:00,BolaSportcom,"Sebelumnya, Indra Sjafri tidak memiliki rencana untuk memanggil pemain Timnas U-20 Indonesia ke SEA Games 2023. Pasalnya, Timnas U-20 Indonesia awalnya dipersiapkan untuk tampil di Piala Dunia U-20 2023 tiga hari setelah SEA Games
https://t.co/1chAgxaWNx",False
3621,2023-04-02 07:46:56+00:00,tribunSUPERBALL,"Sebelumnya, Indra Sjafri tidak memiliki rencana untuk memanggil pemain Timnas U-20 Indonesia ke SEA Games 2023. Pasalnya, Timnas U-20 Indonesia awalnya dipersiapkan untuk tampil di Piala Dunia U-20 2023 tiga hari setelah SEA Games
https://t.co/BasAjJLddK",False
3622,2023-04-02 07:45:55+00:00,skorindonesia,"""Dengan batalnya timnas U-20 Indonesia mengikuti Piala Dunia U-20, saya diskusi dengan pelatih. Kami akan panggil tujuh pemain dari timnas U-20 Indonesia yang merupakan pilar inti."" 

Meski begitu, Indra Sjafri masih merahasiakan tujuh nama pemain timnas U-20 Indonesia tersebut. https://t.co/pA4ZqE1ATM",False
3623,2023-04-02 07:45:44+00:00,doctor__fabre,4 Pernyataan tegas presiden Jokowi terkait gagal nya piala dunia U-20 di Indonesia. https://t.co/M0ysS6pQFC,False
3624,2023-04-02 07:43:45+00:00,KepaArgawinata2,"@kurawa @jokowi Mungkin ini alasan PDIP bersikeras menolak Timnas Israel. Untuk merebut panggung GBK, karna Piala Dunia U-20 itu berlangsung pada 20 Mei - 11 Juni https://t.co/mp5pCQazUG",False
3625,2023-04-02 07:42:38+00:00,ColomaduKRA,"#Presiden Jokowi Semangati Pemain Timnas, Meski Gagal Jadi Tuan Rumah Piala Dunia U 20 - Varta DIY - Varta DIY 
#Colomadu #Karanganyar 
https://t.co/Q6sh9vSbq1",False
3626,2023-04-02 07:42:06+00:00,fajaronline,"Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20, TGB: Jadi Pelajaran untuk Semua https://t.co/4hpx7UQnmd",False
3627,2023-04-02 07:42:04+00:00,fajaronline,"Gagal Jadi Tuan Rumah Piala Dunia U-20 Karena Tolak Israel, Teddy Gusnaidi: Belanda dan Jepang Kalian Dukung https://t.co/4HDXhAc6mx",False
3628,2023-04-02 07:41:04+00:00,detiksport,Presiden Joko Widodo mengatakan cukup dibikin pusing dalam waktu dua pekan gegara Indonesia gagal jadi tuan rumah Piala Dunia U-20. Jokowi sebut pengajuan jadi tuan rumah memang begitu sulit. https://t.co/OXS8C5YJnV,False
3629,2023-04-02 07:40:39+00:00,amelamalia2088,"Jokowi Singgung City Host Commitment Piala Dunia U-20 di Awal, Tapi Akhirnya Gagal https://t.co/r5cWR1WPIc lewat @KanalnewsC  #JokoWidodo #PialaDuniaU20",False
3630,2023-04-02 07:39:08+00:00,murfito73,"Timnas U-20 Indonesia Dibubarkan usai Piala Dunia U-20 2023 Batal

https://t.co/iWCSFdtjur",False
3631,2023-04-02 07:37:54+00:00,BeritaNasional5,"Timnas U-20 Indonesia Dibubarkan usai Piala Dunia U-20 2023 Batal

https://t.co/WQLflfH6dY",False
3632,2023-04-02 07:37:40+00:00,geloraco,"Tak Hanya Indonesia, Ini 4 Negara yang Pernah Batal Jadi Tuan Rumah Piala Dunia U-20
https://t.co/42rO0MO88V",False
3633,2023-04-02 07:36:10+00:00,zkmachines,tribunnews: Jokowi Geleng-geleng Kepala Mengaku Pusing Urusi Piala Dunia U-20 https://t.co/WeSTFdgCwt via @tribunnews,False
3634,2023-04-02 07:36:02+00:00,MuhammadGhilm14,"@msaid_didu Mudah-mudahan saja, kegagalan menjadi tuan rumah piala dunia U 20 ini bukanlah di sebabkan dagelan PSSI maupun istana negara...",False
3635,2023-04-02 07:34:24+00:00,WinJGR,Presiden Joko Widodo mengatakan cukup dibikin pusing dalam waktu dua pekan gegara Indonesia gagal jadi tuan rumah Piala Dunia U-20. Jokowi sebut pengajuan jadi tuan rumah memang begitu sulit. https://t.co/KX8Ijh2wp8,False
3636,2023-04-02 07:32:45+00:00,WartaIn98,Erick Thohir Dapat Simpati Publik Telah Berjuang ke FIFA untuk Indonesia Walaupun Batal Jadi Tuan Rumah Piala Dunia U-20 https://t.co/G0ympA2G97 via @WISATA SUKABUMI @jokowi @mas_daffa1 @erickthohir @KemenBUMN @barikade98,False
3637,2023-04-02 07:32:27+00:00,KakekHalal,"5. Namun jika kita mau mendudukkan perkara ini, sebenarnya perkataan Ganjar sifatnya hanya sebatas saran, masukan atau imbauan saja. Karena Ganjar bukan Ketua PSSI. Ia juga bukan ketua panitia Piala Dunia U-20. Bukan otoritas yang berwenang menentukan hitam putihnya turnamen ini.",False
3638,2023-04-02 07:27:05+00:00,irwansitepu3,"@msaid_didu Sejarah kelam persepakbolaan Indonesia, dan berdampak kerugian moril &amp; materil? Dimana tanggung jawab oknum"" yg diduga pemicu kegagalan perhelatan piala dunia U-20 tsb?...🙏...",False
3639,2023-04-02 07:26:49+00:00,NoName49053911,"Mudah""an dengan kejadian ini Timnas israel di coret dari peserta Piala Dunia U 20 oleh FIFA. Kemudian tempat penyelenggaraannya di kembalikan ke Indonesia.https://t.co/Z9fh9Q2Vcp",False
3640,2023-04-02 07:26:28+00:00,OniDewono,"Paradoks Indonesia Saat Batal Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/PkvIZUtjRl 

Miris😓",False
3641,2023-04-02 07:25:52+00:00,KakekHalal,"2. Dan patut dicatat. Ganjar tidak menolak Piala Dunia U-20. Ia hanya bersuara bahwa, “Harus ada upaya terobosan agar Piala Dunia tetap berjalan tanpa Israel main di Indonesia”.",False
3642,2023-04-02 07:25:38+00:00,zulkiflise8,@Leo_Lefri @ganjarpranowo Kunci bahagia itu bisa2nya nyalahin angin saat tragedi kanjuruhan terjadi hingga FIFA mencoret indonesia menjadi tuan rumah piala dunia u 20....,False
3643,2023-04-02 07:23:46+00:00,ngabdirojo,@detikcom Jadi publik paham kan kenapa fifa gagal kan piala dunia U- 20 di 62 ????,False
3644,2023-04-02 07:23:41+00:00,FransSimo,@fahrisalam oh iya satu lgi ..ngg ada liputan atau minim sekali info ttng update infrastruktur untuk piala dunia U 20...jgn2 jg blum siap betul,False
3645,2023-04-02 07:23:34+00:00,tribunnews,Jokowi Geleng-geleng Kepala Mengaku Pusing Urusi Piala Dunia U-20 https://t.co/mIaTIhufkS via @tribunnews,False
3646,2023-04-02 07:23:09+00:00,KakekHalal,"Sebuah Utas : 

Indonesia Batal Tuan Rumah Piala Dunia U-20, Semua Giring Opini Menyalahkan Ganjar Pranowo, Aneh Bukan??? https://t.co/7ee6omsBhl",False
3647,2023-04-02 07:22:08+00:00,kerangkapikir,"Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20, TGB: Jadi Pelajaran untuk Semua https://t.co/01x8WQT2hu",False
3648,2023-04-02 07:22:06+00:00,kerangkapikir,"Gagal Jadi Tuan Rumah Piala Dunia U-20 Karena Tolak Israel, Teddy Gusnaidi: Belanda dan Jepang Kalian Dukung https://t.co/4xkF3KBmnM",False
3649,2023-04-02 07:21:57+00:00,zulkiflise8,@tanta_boki @ganjarpranowo GARA2 KASUS KANJURUHAN YG TIDAK SELESAI MEMBUAT FIFA MEMBATALKAN INDONESIA MENJADI TUAN RUMAH PIALA DUNIA U 20 .....,False
3650,2023-04-02 07:20:51+00:00,fajaronline,Perjuangan Keadilan Tragedi Kanjuruhan Kalah Heboh Dibanding Piala Dunia U-20 Jadi Sorotan Media Asing https://t.co/pDadAao0QI #FIFA #Kanjuruhan #MediaAsing #PialaDuniaU-20Batal,False
3651,2023-04-02 07:18:44+00:00,M_Zulfan_Z,"@kurawa @jokowi Ganjar Pranowo begitu susahnya mengakui kesalahan dan begitu angkuhnya utk meminta maaf atas usahanya utk menggagalkan Piala Dunia U-20 di Indonesia Mei nanti.  Sebaliknya, Ridwan Kamil mau mengakui kesalahan bila dia salah dan mudah meminta maaf. Begitu baik hatinya Ridwan Kamil",False
3652,2023-04-02 07:15:08+00:00,AJL_Pasee,"@jokowi Semoga habis presidennya foto-foto sama timnas kali ini, indonesia biasa masuk piala dunia secara natural (lewat jalur depan) di event berikutnya, bukan pakai sistem ""giveaway"" seperti U-20 tahun ini.",False
3653,2023-04-02 07:13:34+00:00,indosportdotcom,"Shin Tae-yong juga mengaku belum mengetahui informasi terbaru.   Meski begitu, Shin Tae-yong tetap berharap ketiganya bisa tetap berkomitmen menjalani proses naturalisasi dan menjadi WNI, terlepas dari batalnya Piala Dunia U-20 2023 di Indonesia.  

https://t.co/IECa49P5WB",False
